WKT,nama,deskripsi
"POLYGON ((106.7944613 -6.2144846, 106.7933455 -6.2296725, 106.7988387 -6.2299284, 106.7989245 -6.2248943, 106.80931 -6.2247236, 106.8090526 -6.2149965, 106.8073359 -6.2149965, 106.8074218 -6.2109009, 106.7944613 -6.2144846))",Gelora Bung Karno,
