WKT,nama,deskripsi
"POLYGON ((106.8155461 -6.3045483, 106.8152028 -6.3110746, 106.8172627 -6.3108614, 106.8174344 -6.3141885, 106.8157178 -6.3145724, 106.8155032 -6.3156387, 106.8192368 -6.3179421, 106.8249017 -6.318454, 106.8261891 -6.3116718, 106.8281203 -6.3117998, 106.8289357 -6.3068518, 106.8155461 -6.3045483))",Kebun Binatang Ragunan,
