WKT,nama,deskripsi
"POLYGON ((106.8895012 -6.3016233, 106.889351 -6.3026044, 106.8908638 -6.3026044, 106.8908262 -6.3015967, 106.8895012 -6.3016233))",Taman Mini Indonesia Indah,
