WKT,nama,deskripsi
"POLYGON ((106.8230832 -6.1709183, 106.8223966 -6.1808169, 106.8316663 -6.1810729, 106.8311513 -6.171601, 106.8230832 -6.1709183))",Monumen Nasional,
