WKT,nama,deskripsi
"POLYGON ((106.8521557 -6.2422976, 106.8544946 -6.2420416, 106.8532072 -6.2397806, 106.8537865 -6.2380315, 106.8538509 -6.2364104, 106.853529 -6.2345119, 106.8528638 -6.2346186, 106.8524991 -6.2327841, 106.8513833 -6.2333814, 106.8511901 -6.2322935, 106.8504391 -6.2331467, 106.8507181 -6.2348532, 106.8523918 -6.2357064, 106.8522201 -6.2367303, 106.8515764 -6.239098, 106.8516193 -6.2400579, 106.8521557 -6.2422976))",Tebet Eco Park,
